"","article.cond","gender.cond","participant.gender","image.cond","z.interest.all","z.lead.all","z.dd.id.all","z.dd.belonging.all","z.dd.threat.all","z.dd.challenge.all","z.selfeff.all","z.pj.fit.all","z.confidence.all","interest.all","lead.all","dd.id.all","dd.belonging.all","dd.threat.all","dd.challenge.all","selfeff.all","pj.fit.all","confidence.all","interest_2","interest_3","interest_5","interest_6","interest_7","interest_8","interest_10","interest_11","interest_13","interest_15","interest_16","interest_18","interest_1R","interest_4R","interest_9R","interest_12R","interest_14R","interest_17R","lead_1","lead_2","lead_3","lead_4","lead_5","lead_6","dd.important","dd.useful","dd.care","dd.school_11","dd.school_12","dd.school_13R","dd.school_14R","dd.school_1","dd.school_2","dd.school_3","dd.school_4","dd.school_5","dd.school_6","dd.school_7","dd.school_8","dd.school_9","dd.school_10","dd.graduate","dd.prof","selfeff_1","selfeff_3","selfeff_2R","selfeff_4R","pj.fit_1","pj.fit_2","pj.fit_3","pj.fit_4","pj.fit_5","confidence_1","confidence_2","confidence_3","gender.belief_1","gender.belief_2","gender.belief_3","interest.rep.items","selfeff.interest.rep.items","age","race.cat.collapse"
"151","shell","Male scientist","Men","Pictured",0.0416701327243387,0.779059896081781,0.906289735817475,-0.408334527196789,-1.4932351860061,0.583555506508638,1.15184962960273,0.551105547471583,1.18255612357068,6.05555555555556,7,7,4.5,3.4,6,6.25,6.2,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,7,7,7,7,7,7,7,7,7,4,4,5,5,5,3,3,3,3,6,6,6,6,6,6,6,7,6,6,6,7,7,7,5,5,7,7,7,8,8,8,4.8,5.93333333333333,21,"Asian"
"152","genes","Female scientist","Women","Pictured",-0.187857155724475,0.0667765625212955,-0.728681277523043,-0.791041364402147,1.04375451728564,-1.85648458470615,-0.805275404766514,-0.151632456135445,0.0391349508519797,5.88888888888889,6.33333333333333,5.66666666666667,4,6.8,3.2,4.25,5.4,5.66666666666667,4,5,5,6,6,7,7,7,5,5,5,7,6,6,7,7,5,6,6,5,7,7,7,6,5,7,5,3,3,5,5,7,7,7,6,7,4,5,3,3,1,2,4,6,3,3,5,5,5,5,6,6,6,6,5,8,8,8,4.8,6,18,"White"
"153","shell","Male scientist","Men","Not pictured",1.34232476726762,0.779059896081781,0.906289735817475,-1.17374820160751,1.19298920571457,-0.985041694986581,-0.0713535168780458,0.375421046569826,0.324990244031655,7,7,7,3.5,7,4.2,5,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,5,7,7,7,7,7,3,5,5,5,3,6,6,5,6,3,6,6,6,6,6,6,7,6,5,6,7,8,5.2,6.46666666666667,19,"White"
"154","shell","Male scientist","Men","Pictured",1.11279747881881,0.779059896081781,0.906289735817475,-0.0256276899914305,0.894519828856718,-0.462175961154842,0.907209000306579,1.25384355107861,1.18255612357068,6.83333333333333,7,7,5,6.6,4.8,6,7,7,7,7,7,7,7,7,7,7,7,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,5,7,7,7,7,6,5,5,5,3,7,7,7,6,5,6,7,7,7,7,7,7,7,7,8,8,8,5.05,5.93333333333333,22,"Asian"
"155","shell","Male scientist","Women","Not pictured",-0.0348389634252659,-0.289365104258947,-0.319938524187914,-0.791041364402147,0.44681576356994,-1.15933027293049,0.907209000306579,0.375421046569826,0.324990244031655,6,6,6,4,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,7,4,4,4,4,6,6,6,6,6,5,5,5,3,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,4.8,5.73333333333333,18,"Asian"
"156","genes","Male scientist","Women","Not pictured",0.271197421173154,-0.111294270868825,0.497546982482345,0.739785984419286,0.44681576356994,-0.287887383210928,-0.805275404766514,0.375421046569826,-0.532575635507372,6.22222222222222,6.16666666666667,6.66666666666667,6,6,5,4.25,6,5,6,7,6,6,6,7,6,6,6,5,6,6,6,6,7,7,7,6,6,6,6,7,6,6,7,7,6,6,6,6,6,7,7,7,4,5,5,5,5,5,5,5,7,4,5,4,4,6,6,6,6,6,5,5,5,3,8,8,4.8,5.8,20,"Asian"
"157","genes","Female scientist","Men","Not pictured",0.806761094220387,0.779059896081781,0.0888042291472151,-0.408334527196789,-1.64246987443503,1.28070981828429,1.15184962960273,0.902474549275096,1.18255612357068,6.61111111111111,7,6.33333333333333,4.5,3.2,6.8,6.25,6.6,7,7,7,7,7,5,7,6,6,6,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,5,4,3,6,6,2,3,2,3,7,7,7,7,6,6,7,6,6,6,7,7,7,6,7,6,7,7,7,3,4,8,4.85,6.4,25,"White"
"158","shell","Female scientist","Men","Not pictured",1.26581567111802,0.779059896081781,0.906289735817475,0.357079147213928,-0.299357678574691,0.583555506508638,1.15184962960273,1.07815905017685,1.18255612357068,6.94444444444444,7,7,5.5,5,6,6.25,6.8,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,6,6,7,5,6,2,5,6,6,6,6,6,5,7,6,7,6,6,7,7,7,6,7,7,7,7,8,8,8,5.15,6.6,21,"Black/African American"
"159","against","Male scientist","Men","Pictured",-3.24822100170867,-1.89200260477004,-1.13742403085817,-1.74780845741554,1.19298920571457,-1.85648458470615,-1.53919729265498,-2.43553096785829,-3.10527327412446,3.66666666666667,4.5,5.33333333333333,2.75,7,3.2,3.5,2.8,2,3,4,4,2,5,6,5,5,4,4,4,2,2,2,5,5,2,2,5,2,5,5,5,5,6,5,5,3,3,2,3,7,7,7,7,7,4,3,3,3,3,3,2,4,4,2,4,3,3,3,3,2,4,1,1,7,7,7,4.25,4.06666666666667,20,"Asian"
"160","against","Male scientist","Men","Pictured",-0.111348059574871,0.779059896081781,-0.319938524187914,0.165725728611249,-0.150122990145765,0.0606897726768983,0.17328711241811,0.551105547471583,0.610845537211331,5.94444444444444,7,6,5.25,5.2,5.4,5.25,6.2,6.33333333333333,6,6,6,6,6,6,6,6,6,5,6,5,6,6,6,6,7,6,7,7,7,7,7,7,6,6,6,5,6,5,5,6,5,5,5,5,6,5,5,6,5,5,7,5,6,4,6,7,6,6,6,6,6,7,6,7,8,8,4.7,5.66666666666667,20,"White"
"161","shell","Female scientist","Men","Not pictured",-0.952948117220525,-0.289365104258947,0.0888042291472151,-0.408334527196789,1.19298920571457,-1.50790742881832,-0.315994146174202,-1.38142396244774,-2.24770739458543,5.33333333333333,6,6.33333333333333,4.5,7,3.6,4.75,4,3,5,5,5,5,6,7,6,4,4,4,4,5,7,7,5,5,6,6,6,6,6,6,6,6,6,6,7,5,5,4,4,7,7,7,7,7,3,4,5,3,3,3,6,5,5,4,5,4,4,4,4,4,3,3,3,6,6,8,4.2,5.13333333333333,18,"Asian"
"162","genes","Female scientist","Men","Not pictured",-2.1005845594646,-1.17971927120955,-1.13742403085817,1.12249282162464,0.745285140427792,-1.15933027293049,-1.29455666335883,-1.73279296425126,-1.96185210140575,4.5,5.16666666666667,5.33333333333333,6.5,6.4,4,3.75,3.6,3.33333333333333,5,5,5,5,4,6,5,5,4,3,4,3,5,5,5,6,3,3,6,3,5,6,6,5,6,5,5,5,7,7,7,6,7,7,6,6,5,4,4,5,2,2,3,5,5,2,3,4,4,4,3,3,4,3,3,8,8,7,4.1,4.6,18,"White"
"163","shell","Male scientist","Women","Not pictured",0.883270190369993,-0.289365104258947,0.906289735817475,-0.408334527196789,-0.299357678574691,0.409266928564724,0.417927741714266,0.375421046569826,0.610845537211331,6.66666666666667,6,7,4.5,5,5.8,5.5,6,6.33333333333333,7,6,7,7,7,7,7,7,6,5,6,7,7,7,6,7,7,7,1,7,7,7,7,7,7,7,7,6,6,3,3,7,6,6,2,4,6,6,6,6,5,6,7,5,7,5,5,6,6,6,6,6,6,6,7,8,8,8,5,6.4,19,"Asian"
"164","genes","Female scientist","Women","Not pictured",-1.48851179026776,-1.5358609379898,-1.95490953752843,-1.36510162021018,-0.448592367003617,-0.636464539098755,-1.04991603406267,-1.5571084633495,-1.10428622186672,4.94444444444444,4.83333333333333,4.66666666666667,3.25,4.8,4.6,4,3.8,4.33333333333333,5,5,5,5,5,6,5,5,5,5,4,4,5,5,5,6,4,5,4,4,5,6,5,5,5,5,4,5,4,2,2,5,5,4,5,5,5,4,5,5,4,3,4,5,5,3,3,4,5,4,3,3,5,4,4,6,7,6,4.35,4.93333333333333,21,"Black/African American"
"165","genes","Female scientist","Men","Pictured",1.11279747881881,-0.289365104258947,0.497546982482345,-0.599687945799468,0.745285140427792,0.0606897726768983,0.907209000306579,0.902474549275096,0.324990244031655,6.83333333333333,6,6.66666666666667,4.25,6.4,5.4,6,6.6,6,7,7,7,7,7,7,7,7,6,6,7,7,7,7,7,7,6,7,6,6,6,6,5,7,7,7,6,3,5,5,4,7,6,6,6,7,6,5,6,5,5,2,4,6,6,6,6,7,7,7,6,6,6,6,6,8,8,8,5.1,6.4,22,"Asian"
"166","against","Male scientist","Men","Pictured",0.653742901921178,0.422918229301539,-0.319938524187914,0.739785984419286,-1.34400049757717,0.583555506508638,1.15184962960273,0.375421046569826,1.18255612357068,6.5,6.66666666666667,6,6,3.6,6,6.25,6,7,7,6,6,7,5,7,7,7,6,4,7,7,7,7,6,7,7,7,7,7,7,7,6,6,6,7,5,6,6,6,6,6,3,3,3,3,6,6,6,6,6,3,6,6,6,7,6,6,6,6,6,6,7,7,7,8,8,8,4.85,6.33333333333333,19,"White"
"167","genes","Female scientist","Men","Pictured",-0.264366251874081,-0.289365104258947,-0.728681277523043,0.548432565816607,-0.448592367003617,0.583555506508638,0.17328711241811,0.375421046569826,0.324990244031655,5.83333333333333,6,5.66666666666667,5.75,4.8,6,5.25,6,6,6,6,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,5,6,6,6,5,6,3,4,6,6,6,6,6,5,6,6,3,6,6,6,6,6,6,6,6,6,6,7,7,7,4.65,5.53333333333333,20,"Asian"
"168","genes","Female scientist","Women","Not pictured",-0.340875348023686,-0.823577604429311,-0.319938524187914,0.165725728611249,0.596050451998866,0.409266928564724,0.907209000306579,-0.327316957037202,0.324990244031655,5.77777777777778,5.5,6,5.25,6.2,5.8,6,5.2,6,6,6,6,6,6,6,6,6,5,4,6,6,6,6,7,7,4,5,5,5,5,7,6,5,6,6,6,6,6,6,3,7,6,6,5,7,6,5,6,6,6,4,4,6,6,6,6,6,6,6,4,4,6,6,6,8,8,8,4.65,5.06666666666667,22,"Asian"
"169","shell","Female scientist","Women","Pictured",0.118179228873943,-0.111294270868825,-0.319938524187914,-1.93916187601822,0.745285140427792,-0.810753117042668,-1.78383792195114,-1.90847746515301,-1.67599680822608,6.11111111111111,6.16666666666667,6,2.5,6.4,4.4,3.25,3.4,3.66666666666667,6,6,6,5,6,7,7,7,6,6,6,6,5,6,6,7,6,6,6,6,6,7,6,6,6,6,6,5,2,1,2,6,7,7,5,7,5,5,4,5,3,5,7,3,5,2,3,3,3,3,5,3,2,6,3,8,8,8,4.95,6.33333333333333,18,"White"
"170","against","Female scientist","Men","Pictured",-2.33011184791341,-0.823577604429311,-0.728681277523043,-1.55645503881286,0.596050451998866,-0.287887383210928,-1.53919729265498,-0.327316957037202,-0.246720342327697,4.33333333333333,5.5,5.66666666666667,3,6.2,5,3.5,5.2,5.33333333333333,3,5,5,3,5,7,5,6,3,4,4,2,5,5,6,5,2,3,6,5,5,6,6,5,5,5,7,3,3,3,3,6,6,7,6,6,5,5,5,5,5,1,3,3,6,3,2,5,5,5,6,5,6,5,5,7,8,8,4.1,4.66666666666667,19,"White"
"171","against","Male scientist","Men","Pictured",-0.187857155724475,0.779059896081781,-0.728681277523043,-0.21698110859411,1.04375451728564,-0.462175961154842,-1.04991603406267,-0.678685958840716,-0.532575635507372,5.88888888888889,7,5.66666666666667,4.75,6.8,4.8,4,4.8,5,6,7,5,6,7,7,6,5,5,3,6,6,6,6,6,6,6,7,7,7,7,7,7,7,6,5,6,3,6,3,7,6,7,7,7,7,6,5,5,5,3,3,6,4,5,3,4,5,5,5,4,5,5,5,5,8,8,8,4.6,5.6,18,"Black/African American"
"172","shell","Female scientist","Women","Pictured",0.730251998070783,0.779059896081781,0.906289735817475,-1.93916187601822,0.894519828856718,-0.287887383210928,0.417927741714266,0.72679004837334,1.18255612357068,6.55555555555556,7,7,2.5,6.6,5,5.5,6.4,7,7,7,6,6,6,6,7,7,6,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,1,7,7,7,5,7,5,5,5,5,5,7,7,7,5,4,6,6,6,6,7,7,7,7,7,8,8,8,4.8,6.2,19,"Asian"
"173","genes","Male scientist","Men","Not pictured",1.34232476726762,0.779059896081781,0.906289735817475,0.357079147213928,-0.150122990145765,0.234978350620811,1.8857715174912,1.25384355107861,1.18255612357068,7,7,7,5.5,5.2,5.6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,5,5,6,7,5,7,2,5,6,5,5,6,6,5,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,5.2,6.6,20,"Asian"
"174","against","Female scientist","Women","Not pictured",-0.111348059574871,0.779059896081781,0.0888042291472151,-0.791041364402147,0.44681576356994,0.583555506508638,-1.04991603406267,0.375421046569826,0.324990244031655,5.94444444444444,7,6.33333333333333,4,6,6,4,6,6,6,6,6,6,6,7,5,5,6,2,5,5,7,7,7,7,7,7,7,7,7,7,7,7,6,7,6,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,7,6,6,2,2,6,6,6,6,6,6,6,6,7,7,7,4.35,4.93333333333333,19,"White"
"175","genes","Male scientist","Women","Pictured",-1.33549359796855,-0.289365104258947,-1.13742403085817,-0.0256276899914305,0.44681576356994,-0.636464539098755,-0.315994146174202,0.0240520447663115,-0.532575635507372,5.05555555555556,6,5.33333333333333,5,6,4.6,4.75,5.6,5,5,5,5,5,5,6,6,6,4,4,5,5,3,5,6,5,5,6,6,6,6,6,6,6,5,6,5,6,6,4,4,6,6,6,6,6,5,4,5,5,4,3,6,5,6,3,5,6,6,6,5,5,5,5,5,8,8,8,4.55,5.46666666666667,20,"Black/African American"
"176","genes","Male scientist","Men","Pictured",0.0416701327243387,-0.289365104258947,-0.728681277523043,-1.93916187601822,1.19298920571457,0.0606897726768983,1.39649025889889,0.375421046569826,0.324990244031655,6.05555555555556,6,5.66666666666667,2.5,7,5.4,6.5,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,6,6,6,6,6,6,6,6,5,2,1,2,5,7,7,7,7,7,7,5,5,5,5,2,7,6,6,7,7,6,6,6,6,6,6,6,6,6,6,8,4.75,5.66666666666667,21,"White"
"177","shell","Female scientist","Women","Pictured",-0.0348389634252659,0.0667765625212955,0.0888042291472151,0.165725728611249,0.596050451998866,-0.113598805267015,-0.315994146174202,0.72679004837334,0.324990244031655,6,6.33333333333333,6.33333333333333,5.25,6.2,5.2,4.75,6.4,6,6,6,6,6,6,7,7,6,6,4,5,5,6,6,7,7,7,5,6,6,7,7,6,6,6,6,7,5,6,5,5,7,6,6,6,6,6,5,5,5,5,5,7,6,5,3,5,6,7,7,6,6,6,6,6,7,8,8,4.7,5.46666666666667,20,"White"
"178","shell","Male scientist","Women","Not pictured",-0.187857155724475,-0.289365104258947,0.0888042291472151,-1.74780845741554,0.596050451998866,-0.462175961154842,-0.560634775470358,-1.03005496064423,-0.532575635507372,5.88888888888889,6,6.33333333333333,2.75,6.2,4.8,4.5,4.4,5,5,6,6,6,7,7,6,5,6,6,5,4,6,7,7,6,6,5,6,6,6,7,6,5,7,7,5,3,3,3,2,6,7,7,5,6,4,5,5,5,5,2,6,5,5,3,5,5,6,5,3,3,5,6,4,7,8,7,4.65,5.8,20,"White"
"179","shell","Male scientist","Women","Pictured",0.118179228873943,0.779059896081781,0.0888042291472151,0.548432565816607,1.19298920571457,-1.50790742881832,-1.29455666335883,0.902474549275096,-0.246720342327697,6.11111111111111,7,6.33333333333333,5.75,7,3.6,3.75,6.6,5.33333333333333,6,6,7,6,7,7,6,5,7,5,6,5,7,6,7,5,6,6,7,7,7,7,7,7,7,7,5,5,6,6,6,7,7,7,7,7,4,4,4,3,3,5,7,5,5,2,3,7,7,7,6,6,6,5,5,7,7,4,4.8,6,19,"Asian"
"180","shell","Male scientist","Women","Pictured",1.18930657496841,0.244847395911417,0.0888042291472151,0.357079147213928,1.19298920571457,-0.113598805267015,-0.315994146174202,0.199736545668069,-0.246720342327697,6.88888888888889,6.5,6.33333333333333,5.5,7,5.2,4.75,5.8,5.33333333333333,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,6,7,7,6,6,6,7,7,7,6,6,6,6,6,4,7,7,7,7,7,6,5,5,5,5,7,6,5,5,4,5,6,6,6,6,5,6,5,5,8,8,8,5.15,6.2,19,"White"
"181","against","Female scientist","Women","Pictured",1.26581567111802,0.779059896081781,0.906289735817475,0.165725728611249,-1.64246987443503,1.28070981828429,1.15184962960273,0.375421046569826,0.896700830391007,6.94444444444444,7,7,5.25,3.2,6.8,6.25,6,6.66666666666667,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,5,6,7,5,3,5,1,2,7,7,7,7,6,7,7,5,6,7,7,6,6,6,6,6,7,7,6,8,8,8,5.15,6.53333333333333,21,"White"
"182","against","Male scientist","Women","Pictured",0.118179228873943,0.779059896081781,0.0888042291472151,0.357079147213928,0.894519828856718,0.409266928564724,1.15184962960273,0.0240520447663115,1.18255612357068,6.11111111111111,7,6.33333333333333,5.5,6.6,5.8,6.25,5.6,7,6,6,6,6,6,7,7,7,5,4,4,6,5,7,7,7,7,7,7,7,7,7,7,7,6,6,7,6,6,4,6,7,7,7,5,7,6,6,6,6,5,5,4,6,6,7,6,6,6,6,5,5,7,7,7,8,8,8,4.7,5.73333333333333,18,"Asian"
"183","against","Male scientist","Women","Not pictured",0.271197421173154,0.779059896081781,0.0888042291472151,0.739785984419286,-0.448592367003617,0.234978350620811,0.17328711241811,0.0240520447663115,-0.818430928687048,6.22222222222222,7,6.33333333333333,6,4.8,5.6,5.25,5.6,4.66666666666667,6,7,6,6,6,7,6,5,6,5,6,6,6,7,7,6,7,7,7,7,7,7,7,7,6,7,6,6,6,6,6,6,5,5,3,5,5,6,6,6,5,6,7,5,5,5,6,6,6,6,5,5,4,5,5,8,7,8,4.7,6.13333333333333,19,"Asian"
"184","genes","Male scientist","Women","Pictured",-3.40123919400788,-4.20692343884162,-3.18113779753382,-1.17374820160751,0.297581075141013,-2.72792747442571,-1.29455666335883,-4.0166914759741,-3.96283915366348,3.55555555555556,2.33333333333333,3.66666666666667,3.5,5.8,2.2,3.75,1,1,3,4,3,2,4,7,6,5,3,5,4,3,2,3,5,1,2,2,2,2,2,4,2,2,4,3,4,2,6,2,4,6,5,6,6,6,3,2,2,2,2,1,1,1,6,6,2,1,1,1,1,1,1,1,1,8,8,8,4.25,3.6,19,"White"
"185","against","Male scientist","Women","Pictured",-0.111348059574871,-0.289365104258947,0.0888042291472151,1.12249282162464,-0.448592367003617,0.583555506508638,0.907209000306579,0.199736545668069,0.896700830391007,5.94444444444444,6,6.33333333333333,6.5,4.8,6,6,5.8,6.66666666666667,6,6,6,6,5,5,6,6,6,7,7,5,6,6,6,6,6,6,6,6,5,7,6,6,6,6,7,5,7,7,7,5,5,5,4,5,6,6,6,6,6,5,6,6,6,6,6,7,7,7,3,5,7,7,6,7,8,4,4.75,5.66666666666667,18,"Asian"
"186","against","Male scientist","Men","Pictured",0.730251998070783,0.779059896081781,0.497546982482345,0.548432565816607,-0.150122990145765,0.234978350620811,-0.560634775470358,0.0240520447663115,0.324990244031655,6.55555555555556,7,6.66666666666667,5.75,5.2,5.6,4.5,5.6,6,6,7,6,6,7,7,7,6,7,4,6,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,6,6,5,6,6,6,6,3,5,6,6,6,5,5,7,7,4,5,3,6,6,5,5,6,6,6,6,6,6,7,7,4.85,6.4,20,"White"
"187","genes","Male scientist","Men","Pictured",-4.54887563625195,-3.49464010528113,-5.6335943175446,-0.791041364402147,-1.04553112071932,-2.72792747442571,-3.00704106843192,-3.31395347236707,-3.67698386048381,2.72222222222222,3,1.66666666666667,4,4,2.2,2,1.8,1.33333333333333,2,2,2,2,2,7,3,4,2,2,2,2,2,2,6,3,2,2,3,3,3,3,3,3,2,2,1,4,4,4,4,4,4,4,4,4,1,1,1,4,4,1,1,1,2,3,2,1,1,1,4,2,2,1,1,8,8,8,3.6,2.8,29,"All other races"
"188","against","Male scientist","Men","Not pictured",-1.41200269411815,-2.96042760511077,0.0888042291472151,-1.93916187601822,1.04375451728564,-0.636464539098755,-0.315994146174202,-1.03005496064423,-1.10428622186672,5,3.5,6.33333333333333,2.5,6.8,4.6,4.75,4.4,4.33333333333333,5,5,5,5,6,7,7,6,3,4,4,4,4,6,7,6,3,3,4,3,4,4,3,3,6,7,6,2,4,1,3,7,7,7,7,6,5,5,5,5,3,2,3,4,6,4,5,5,4,5,4,4,6,3,4,6,7,8,4.45,4.53333333333333,20,"White"
"189","against","Male scientist","Men","Not pictured",0.653742901921178,0.779059896081781,0.497546982482345,-0.0256276899914305,-1.79170456286395,0.409266928564724,1.15184962960273,0.72679004837334,0.896700830391007,6.5,7,6.66666666666667,5,3,5.8,6.25,6.4,6.66666666666667,6,7,7,7,5,7,7,6,6,4,6,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,4,4,6,6,5,2,3,2,3,6,6,6,6,5,5,7,6,6,7,6,6,6,6,7,7,6,7,7,7,7,7,4.8,6.06666666666667,18,"White"
"190","genes","Female scientist","Men","Not pictured",-0.876439021070919,-2.07007343816016,0.906289735817475,0.739785984419286,-1.34400049757717,0.583555506508638,0.417927741714266,0.375421046569826,0.324990244031655,5.38888888888889,4.33333333333333,7,6,3.6,6,5.5,6,6,5,5,5,5,6,7,6,6,6,3,5,5,5,5,6,6,5,6,5,5,5,5,3,3,7,7,7,6,6,6,6,6,3,3,3,3,6,6,6,6,6,1,3,6,5,5,6,6,6,6,6,6,6,6,6,7,7,7,4.6,5.46666666666667,21,"Asian"
"191","genes","Female scientist","Men","Pictured",-1.48851179026776,-1.35779010459967,-1.5461667841933,-0.0256276899914305,-0.299357678574691,-0.287887383210928,-0.0713535168780458,-0.503001457938959,-0.532575635507372,4.94444444444444,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,7,8,8,4.45,4.46666666666667,19,"Asian"
"192","shell","Male scientist","Women","Pictured",-1.41200269411815,-1.35779010459967,-1.13742403085817,-2.32186871322358,0.44681576356994,-1.15933027293049,-1.04991603406267,-0.503001457938959,-0.532575635507372,5,5,5.33333333333333,2,6,4,4,5,5,5,6,5,5,4,5,5,5,4,5,5,4,4,6,6,6,5,5,5,5,5,5,5,5,5,5,6,2,2,2,2,6,6,6,6,6,4,4,4,4,4,3,4,4,5,3,4,5,5,5,5,5,5,5,5,6,6,6,4.25,4.93333333333333,20,"All other races"
"193","shell","Male scientist","Men","Not pictured",0.500724709621969,0.779059896081781,0.906289735817475,0.931139403021965,0.148346386712087,0.583555506508638,0.907209000306579,0.902474549275096,0.610845537211331,6.38888888888889,7,7,6.25,5.6,6,6,6.6,6.33333333333333,6,6,6,6,6,7,6,6,7,5,6,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,7,6,6,6,5,5,6,6,6,6,6,7,7,6,6,6,6,7,7,7,6,6,7,6,6,6,8,8,4.8,6.2,20,"Asian"
"194","against","Female scientist","Women","Pictured",0.194688325023549,-0.111294270868825,0.0888042291472151,-0.791041364402147,0.745285140427792,-0.985041694986581,-1.78383792195114,-0.503001457938959,-1.10428622186672,6.16666666666667,6.16666666666667,6.33333333333333,4,6.4,4.2,3.25,5,4.33333333333333,6,6,6,6,6,7,6,6,6,4,6,6,7,7,7,7,6,6,6,6,6,6,7,6,6,6,7,5,5,2,4,7,6,7,6,6,5,4,4,5,3,5,6,3,4,3,3,5,5,5,6,4,5,3,5,7,7,7,4.65,5.86666666666667,18,"White"
"195","genes","Female scientist","Women","Not pictured",-0.187857155724475,0.422918229301539,0.497546982482345,0.548432565816607,-0.299357678574691,0.409266928564724,-0.805275404766514,0.0240520447663115,0.324990244031655,5.88888888888889,6.66666666666667,6.66666666666667,5.75,5,5.8,4.25,5.6,6,6,6,6,6,5,7,7,5,5,5,6,6,6,6,6,6,6,6,7,7,7,7,6,6,6,7,7,6,6,6,5,7,5,5,4,4,6,5,6,6,6,4,7,5,5,3,4,6,6,6,5,5,6,6,6,8,8,8,4.7,5.8,18,"Asian"
"196","against","Female scientist","Men","Pictured",-0.340875348023686,-1.00164843781943,-0.728681277523043,1.31384624022732,-0.747061743861469,0.234978350620811,0.417927741714266,-0.503001457938959,0.0391349508519797,5.77777777777778,5.33333333333333,5.66666666666667,6.75,4.4,5.6,5.5,5,5.66666666666667,6,6,6,6,5,7,7,6,6,5,6,4,6,6,6,6,5,5,6,6,5,5,5,5,6,6,5,6,7,7,7,5,4,5,4,4,6,6,6,5,5,3,4,6,5,5,6,5,5,5,5,5,6,6,5,8,8,8,4.7,5.33333333333333,18,"White"
"197","shell","Female scientist","Men","Not pictured",1.11279747881881,0.779059896081781,0.906289735817475,0.739785984419286,0.148346386712087,0.0606897726768983,0.662568371010422,0.72679004837334,0.610845537211331,6.83333333333333,7,7,6,5.6,5.4,5.75,6.4,6.33333333333333,7,7,7,7,7,7,7,7,7,6,6,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,6,6,6,6,7,6,7,3,5,6,5,6,5,5,5,6,6,6,5,6,7,7,7,5,6,6,6,7,8,8,8,5.1,6.6,21,"White"
"198","shell","Female scientist","Women","Pictured",-0.264366251874081,0.422918229301539,0.0888042291472151,-0.0256276899914305,1.04375451728564,-0.636464539098755,-0.805275404766514,0.199736545668069,-0.532575635507372,5.83333333333333,6.66666666666667,6.33333333333333,5,6.8,4.6,4.25,5.8,5,6,6,6,6,6,7,6,6,6,4,5,5,6,6,7,6,5,6,6,6,7,7,7,7,6,7,6,6,6,4,4,6,7,7,7,7,5,4,5,5,4,4,6,5,6,3,3,6,6,5,6,6,5,5,5,8,8,8,4.65,5.86666666666667,20,"Asian"
"199","against","Female scientist","Women","Not pictured",0.424215613472363,-0.289365104258947,0.497546982482345,1.50519965883,-0.299357678574691,-0.113598805267015,0.417927741714266,0.375421046569826,0.324990244031655,6.33333333333333,6,6.66666666666667,7,5,5.2,5.5,6,6,6,6,6,6,6,7,6,6,6,4,6,7,7,7,7,7,7,7,6,6,6,6,6,6,7,7,6,7,7,7,7,7,7,7,3,1,6,6,6,6,2,3,7,5,5,6,6,6,6,6,6,6,6,6,6,8,8,8,4.7,5.93333333333333,19,"White"
"200","genes","Male scientist","Men","Pictured",0.271197421173154,-0.289365104258947,-0.319938524187914,0.357079147213928,-0.299357678574691,0.409266928564724,0.662568371010422,-1.20573946154599,0.0391349508519797,6.22222222222222,6,6,5.5,5,5.8,5.75,4.2,5.66666666666667,7,7,7,6,6,6,6,5,6,7,7,6,7,7,4,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,5,5,4,5,6,6,6,6,5,6,6,6,6,6,5,3,3,3,6,6,5,6,6,8,8,8,4.8,5.73333333333333,19,"White"
